file_path,risk_type,detected_pattern,line_number_or_location,risk_level,why_it_matters,recommended_action
body.R,runtime_data_cooking,.sidebar-collapse .left-side                                           { width: 60px !important; },line 67,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,runtime_data_cooking,.sidebar-collapse .main-footer                                         { margin-left: 60px !important; },line 69,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,runtime_data_cooking,.sidebar-collapse .sidebar-menu > li > a                               { text-align: center !important; padding: 12px 0 !important; display: flex !important; flex-direction: col...,line 70,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,runtime_data_cooking,.sidebar-collapse .sidebar-menu > li > a > span                        { display: none !important; },line 71,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,runtime_data_cooking,.sidebar-collapse .sidebar-menu > li > a > i                           { margin-right: 0 !important; font-size: 18px !important; display: block !important; },line 72,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,runtime_data_cooking,.sidebar-collapse .sidebar-menu > li.treeview > a > .fa.fa-angle-left  { display: none !important; },line 73,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"h1(""Análisis de los ingresos nacionales"", align = ""center""),",line 119,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"imageOutput(""picture.ingresos"", height = ""auto"")",line 135,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,# Indicadores del ingreso,line 157,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"h1(paste0(""Indicadores del ingreso "", Ano_actual, "".""), align = ""center""),",line 163,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,runtime_data_cooking,"h2(""Importante: los siguientes indicadores son referentes a los ingresos corrientes.""),",line 165,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"h2(""Importante: los siguientes indicadores son referentes a los ingresos corrientes.""),",line 165,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"h1(""Evolución anual del presupuesto: actual, inicial, ajustado e ingresos"", align = ""center""),",line 268,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,runtime_data_cooking,"""Importante: no se poseen los datos del presupuesto ajustado, de forma anual, del 2007 al 2012, por lo que se este se visualiza a partir",line 271,medium,Data cooking in Shiny can violate governed artifact consumption.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"title = ""Evolución Anual de Ingresos"",",line 278,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"h1(""Evolución del ingreso mensual."", align = ""center""),",line 298,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,# -- Gráfico 1: Ingresos mensuales -------------------------------------,line 301,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"h2(""Ingresos mensuales""),",line 302,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"title = ""Ingresos Mensuales — Serie Histórica"",",line 306,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"title = ""Ingresos Mensuales — Detalle"",",line 368,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"h2(""Selecione los impuestos a partir del impuesto: 'Impuestos a los ingresos y Utilidades-ISR'""),",line 388,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"selected = if (""Impuesto_a_los_Ingresos_y_Utilidades_ISR"" %in% impuestos_raw)",line 403,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"""Impuesto_a_los_Ingresos_y_Utilidades_ISR""",line 404,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"title = ""Ingresos por Impuesto"",",line 416,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"choices = c(unique(as.character(Ingresos_mensual$clase))),",line 453,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"selected = ""INGRESOS CORRIENTES""",line 454,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"choices = c(""Todo"", unique(as.character(Ingresos_mensual$subclase))),",line 460,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"choices = c(""Todo"", unique(as.character(Ingresos_mensual$grupo))),",line 467,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"choices = c(""Todo"", unique(as.character(Ingresos_mensual$subgrupo))),",line 474,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"choices = c(""Todo"", unique(as.character(Ingresos_mensual$partida))),",line 481,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"choices = c(""Todo"", unique(as.character(Ingresos_mensual$subpartida))),",line 488,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"choices = c(""Todo"", unique(as.character(Ingresos_mensual$renglon))),",line 495,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"choices = c(""Todo"", unique(as.character(Ingresos_mensual$subrenglon))),",line 502,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"title = ""Ingresos Avanzado — Serie"",",line 515,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"h1(""Proyección del Ingreso Mensual Total"",",line 549,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,model_execution,"""AutoARIMA""                  = ""autoarima"",",line 567,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,model_execution,"""NNETAR""                     = ""nnetar"",",line 568,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,model_execution,"selected = c(""seasonal_naive"", ""ets"", ""autoarima"", ""nnetar"", ""tslm""),",line 573,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,forecast_execution,"h3(""Ranking de modelos (backtesting rolling-origin)""),",line 597,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,forecast_execution,"title = ""Bondad de Ajuste — Backtesting"",",line 600,high,Forecast execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,model_execution,"""AutoARIMA""                      = ""autoarima"",",line 663,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,model_execution,"""NNETAR""                         = ""nnetar"",",line 664,high,Model execution is prohibited in TESSERACT Shiny.,Do not reuse directly; adapt only layout/display pattern after manual review.
body.R,project_specific_text,"h1(""Proyección del Ingreso Mensual según Impuestos"",",line 696,medium,Reference domain labels must not be copied into TESSERACT.,Do not reuse directly; adapt only layout/display pattern after manual review.
